"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size"
"1" "1" 0 3 26.1954958089062 28.1532082778211 0 0 0 0 307.8
"2" "1" 1 10 25.9782240530177 28.0410232524445 0.0538896628703753 0.170330581691793 0.0831081230835196 0.17498673658006 308.277777777778
"3" "1" 2 20 26.1710408813994 28.0259949891841 -0.157837706425063 0.190662863084498 -0.0191051962165787 0.15291875007334 298.636363636364
"4" "1" 3 30 26.1293021805553 27.9859248873026 -0.0691133885260982 0.17738185176691 0.0391961599500306 0.152405416764282 302.333333333333
"5" "1" 4 40 26.4529102856924 28.019715263641 -0.125782892009184 0.376710455277006 -0.0960712767821548 0.316387003708577 300.636363636364
"6" "1" 5 50 26.1372274643774 27.8483520500209 0.289805108233594 0.337742677910299 0.0844930784737485 0.360625640731541 300.166666666667
"7" "1" 6 59.5 26.1535620460088 27.7959874985441 -0.150966174166719 0.150966174166719 0.017991053938978 0.130493776408187 300.25
"8" "1" 7 70 26.2833452167609 27.8482871718801 -0.00390678794131105 0.108791963098369 -0.0494367485649185 0.0888045773040247 300.722222222222
"9" "1" 8 80 26.2098403260955 27.8291901842507 -0.016483387916832 0.162377368397198 0.0255940905134651 0.137792125890456 299.5
"10" "1" 9 90 26.331465365102 27.8238595596865 -0.0563517656193575 0.113944649834512 -0.0167570581178573 0.0947527512707822 293.722222222222
"11" "1" 10 100 26.3791740473546 27.8683001639193 -0.171329830055626 0.190558248406226 0.010547889613175 0.158846068600518 295.727272727273
"12" "1" 11 110 26.56966960559 27.9016651425921 -0.00487538719120195 0.140086536117312 -0.0325372066599101 0.119448977524527 296.111111111111
"13" "1" 12 120 26.4704007869285 27.8758465564645 -0.0738349152524442 0.146152464165194 0.0369881061664579 0.127330559148902 297.136363636364
"14" "1" 13 130 26.5932961411577 27.9111221958507 -0.236750236317199 0.270209292180347 0.0309017630163382 0.234222556441622 298.277777777778
"15" "1" 14 140 26.7763642049427 27.9884172531895 0.464444236219368 0.59579544015703 -0.117259200301866 0.523938568442567 293.863636363636
"16" "1" 15 150 26.1130703092627 27.780888629633 0.104017920648136 0.33460395913357 0.102967446259882 0.312654201422141 300.333333333333
"17" "1" 16 160 26.4632445029507 27.8664289866001 -0.356053212727705 0.356053212727705 -0.0196794337495696 0.349626086346426 297.590909090909
"18" "1" 17 170 26.5761540583951 27.9710922092261 0.0715161522161338 0.0834171416977583 -0.0207959917879101 0.072234324497785 297.333333333333
"19" "1" 18 180 26.5987241501632 27.9359730227519 -0.214818793811251 0.219147329358488 0.0331821805110586 0.128334566922675 297.090909090909
"20" "1" 19 190 26.6685304662915 27.90026069319 0.225279315350789 0.225279315350789 -0.0767370640864584 0.200054724494038 293.944444444444
"21" "1" 20 200 26.3302715091134 27.8313741245314 0.0930542332311077 0.30380623106727 0.0825179940149781 0.262267405842287 295.636363636364
"22" "1" 21 210 26.6654829314097 27.9682634886908 -0.196442020483818 0.311364857092993 -0.0495754332563152 0.282161650292608 294.388888888889
"23" "1" 22 220 26.4354242557323 27.9118102139625 0.311166318710946 0.311166318710946 -0.00238604215507365 0.279029229004749 301.045454545455
"24" "1" 23 230 26.2432433668202 27.8375110098805 0.079127195474495 0.0871948261552866 0.013831626979016 0.0876908797783926 295.444444444444
"25" "1" 24 240 26.2975542614681 27.842132410795 -0.163963211717657 0.202844484460321 -0.00891715580213059 0.166702218105577 292.954545454545
"26" "1" 25 250 26.3778272594207 27.8888385421986 -0.124063408610599 0.24940734532689 0.0330692909827235 0.239226331917806 298
"27" "1" 26 260 26.6983420427464 28.0084467085333 -0.145854679894569 0.252038204324776 -0.0334238541377836 0.207155221116381 296.636363636364
"28" "1" 27 270 26.6114649366858 28.046552804625 0.218430329315158 0.269690357230484 -0.0510344568986341 0.238400803214446 294.5
"29" "1" 28 280 26.0734087841667 27.8838236668399 0.41043044098436 0.603656416059085 0.115990698871759 0.53369707038717 297.818181818182
"30" "1" 29 290 26.3176170856205 28.0293916564597 -0.497779338424721 0.497779338424721 -0.0391999608932565 0.47666533480578 295.388888888889
"31" "1" 30 300 26.4016719125785 28.0354097324557 0.247062148176749 0.263865641089456 -0.0227638494112234 0.254263986743368 293.5
"32" "1" 31 310 26.2832949683014 27.9957374395503 0.0595338985471798 0.102446217370016 0.000327714286509462 0.0731651385344989 295.222222222222
"33" "1" 32 320 26.3061132379225 28.0152663463894 -0.276673073629262 0.334694970971839 0.0505759514949204 0.22535213485704 302.681818181818
"34" "1" 33 330 26.6045616648001 28.0023742835936 -0.259352768963311 0.259352768963311 0.0140133557069007 0.203624777420643 299.388888888889
"35" "1" 34 340 26.8462776890916 28.0518343090077 0.0593708559380985 0.272683584100633 -0.101833975016277 0.238129548988091 299.045454545455
"36" "1" 35 350 26.4783460592257 27.987281133748 0.29194547243624 0.309394662191195 0.0585940785221482 0.261587220291865 305.111111111111
"37" "1" 36 360 26.3822008712725 27.999520602249 0.0671580046512474 0.125494222663995 -0.0273605303537572 0.0971113899461216 302.681818181818
"38" "1" 37 370 26.4218108170769 28.0045830819681 -0.261190936734081 0.26217005294852 0.0452019310020084 0.225664893726524 299.444444444444
"39" "1" 38 380 26.713604487136 28.0490653864398 -0.182062588346536 0.193959286464835 -0.00107026903000573 0.133700374800952 300.227272727273
"40" "1" 39 390 26.8859874034827 27.9797913819194 -0.0981599858451077 0.191579171314004 -0.0136768148271997 0.146560526100018 291.611111111111
"41" "1" 40 400 26.8079337995439 27.8953218317279 -0.012194163818755 0.232294190395656 0.00768642841017098 0.29539302719062 296.363636363636
"42" "1" 41 410 26.9049549072982 28.0227804565173 0.156808758427054 0.200595953841699 -0.094026887876165 0.211079069776744 299.833333333333
"43" "1" 42 420 26.6264860099303 28.1739483483776 0.0277830537680401 0.207327615909186 0.101174180434302 0.166239117463149 303.363636363636
"44" "1" 43 430 26.9042748964929 28.2535473046902 -0.434464359359861 0.434464359359861 0.0202356336222955 0.298949354344366 305.111111111111
"45" "1" 44 440 27.1669563899824 28.1854049952775 0.127732498654098 0.332113472447233 -0.0950154170904725 0.20418786928176 302.045454545455
"46" "1" 45 450 26.8487964971562 28.2203705084169 0.134126292026593 0.206926877014752 0.0806828664454358 0.146031008333459 296
"47" "1" 46 460 27.2824072262138 28.2759628869438 -0.389293526483073 0.659405390009567 -0.0970547268204207 0.553659586603786 296.954545454545
"48" "1" 47 470 26.8816026766027 28.0917191239103 0.575684895666122 0.594191389172614 0.0737522579595762 0.541963445871865 305.611111111111
"49" "1" 48 480 26.8296359153871 28.1419445953024 -0.366774147809885 0.366774147809885 0.0469539178558946 0.375143648891992 306.181818181818
"50" "1" 49 490 27.0979693182324 28.2424165821402 -0.0935408963634146 0.173297191329084 -0.0656635072780034 0.135242332161518 304.111111111111
"51" "1" 50 500 27.1124896464901 28.2168114939564 0.190486628585031 0.255739978177768 -0.0129873872346735 0.207322626120806 306.318181818182
