"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size"
"1" "1" 0 3 378.021119232523 76.353008881717 0 0 0 0 497.4
"2" "1" 1 10 376.757208958949 69.4442766534588 3.16562876790823 3.16562876790823 -0.296142213908524 4.59642351726461 490.277777777778
"3" "1" 2 20 372.423864225036 61.9315170857698 5.10911631960471 5.10911631960471 -0.118290256914293 6.01509750465226 452.318181818182
"4" "1" 3 30 366.800026969852 59.00684419524 5.46819107304236 5.46819107304236 0.0605813610407608 5.58241761788571 457.5
"5" "1" 4 40 361.77057191717 58.0927755781682 3.72266557184446 3.72266557184446 0.337280366095968 3.86881271814661 514.181818181818
"6" "1" 5 50 360.216969138581 56.3324684414454 0.206638292837624 0.322316310306633 0.236792066653379 0.572176768536849 530.5
"7" "1" 6 60 360.312773476318 54.5438421989194 -1.01163423999196 1.07602709597859 0.229849169913052 0.993639955381241 530.5
"8" "1" 7 70 362.624559002138 53.3745696896796 -1.71968012270429 1.85770697155715 -0.355735682348552 1.64937798721706 474.722222222222
"9" "1" 8 80 361.038314179054 50.2566922888385 4.53214026544839 4.53214026544839 -0.437634862964217 4.91550880270466 454.363636363636
"10" "1" 9 90 356.384686297336 47.3698239963944 5.47959430968382 5.47959430968382 -0.374544760224637 5.7252354982823 498.444444444444
"11" "1" 10 100 347.903526695431 46.4424467978518 9.33996890841132 9.33996890841132 0.255080769980395 9.34211489038904 549.272727272727
"12" "1" 11 110 341.027825838366 44.8733762853586 4.7261966781021 4.7261966781021 0.238207041212149 4.89167200732447 546.055555555556
"13" "1" 12 120 336.805748847676 44.623478901456 4.91792925340565 4.91792925340565 -0.307121625123045 4.71203918671563 561.136363636364
"14" "1" 13 130 330.231301184881 46.1892952818169 8.01676876237525 8.01676876237525 -0.22410012567201 7.92752082554392 558.666666666667
"15" "1" 14 140 320.297245828868 44.2221836876675 11.4453072909414 11.4453072909414 -0.0959997288678665 11.7923680072352 522.045454545455
"16" "1" 15 150 309.703007950675 40.7954419986028 9.72769261313329 9.72769261313329 -0.0322572809391204 9.97744767138994 477.5
"17" "1" 16 160 299.126615812818 40.8017894221361 12.6541059795658 12.6541059795658 -0.444898726930944 12.0707986089524 472.090909090909
